product_name,description,base_price,category,product_sku,variant_color,variant_storage,price_modifier,variant_sku,quantity,low_stock_threshold
Apple Gaming Console 21,Apple Gaming Console 21 high-quality modern gaming console with advanced features.,1804.26,Gaming Consoles,SKU-0504,Red,64GB,5,SKU-0504-RED-64,47,8
Oppo Smartphone 24,Oppo Smartphone 24 high-quality modern smartphone with advanced features.,852.1,Smartphones,SKU-0505,Green,1TB,10,SKU-0505-GRE-1TB,29,12
Canon Networking Device 18,Canon Networking Device 18 high-quality modern networking device with advanced features.,1250.39,Networking Devices,SKU-0506,Silver,32GB,5,SKU-0506-SIL-32,89,18
Xiaomi Gaming Console 1,Xiaomi Gaming Console 1 high-quality modern gaming console with advanced features.,1894.01,Gaming Consoles,SKU-0507,Silver,512GB,0,SKU-0507-SIL-512,100,7
LG Headphone 46,LG Headphone 46 high-quality modern headphone with advanced features.,228.2,Headphones,SKU-0508,Green,128GB,25,SKU-0508-GRE-128,85,11
Dell Headphone 10,Dell Headphone 10 high-quality modern headphone with advanced features.,1024.41,Headphones,SKU-0509,Blue,128GB,5,SKU-0509-BLU-128,6,10
Dell Headphone 48,Dell Headphone 48 high-quality modern headphone with advanced features.,1991.36,Headphones,SKU-0510,Red,32GB,0,SKU-0510-RED-32,17,18
Vivo Laptop 18,Vivo Laptop 18 high-quality modern laptop with advanced features.,1542.77,Laptops,SKU-0511,Blue,256GB,5,SKU-0511-BLU-256,93,8
LG Gaming Console 39,LG Gaming Console 39 high-quality modern gaming console with advanced features.,624.93,Gaming Consoles,SKU-0512,Gold,256GB,10,SKU-0512-GOL-256,87,18
HP Smartwatche 50,HP Smartwatche 50 high-quality modern smartwatche with advanced features.,420.69,Smartwatches,SKU-0513,Silver,64GB,10,SKU-0513-SIL-64,91,12
LG Gaming Console 22,LG Gaming Console 22 high-quality modern gaming console with advanced features.,1693.94,Gaming Consoles,SKU-0514,Green,1TB,0,SKU-0514-GRE-1TB,43,10
Dell Camera 10,Dell Camera 10 high-quality modern camera with advanced features.,180.03,Cameras,SKU-0515,Red,128GB,5,SKU-0515-RED-128,24,19
Xiaomi Monitor 31,Xiaomi Monitor 31 high-quality modern monitor with advanced features.,423.06,Monitors,SKU-0516,Black,32GB,20,SKU-0516-BLA-32,24,14
Xiaomi Laptop 32,Xiaomi Laptop 32 high-quality modern laptop with advanced features.,1902.19,Laptops,SKU-0517,Red,32GB,5,SKU-0517-RED-32,98,16
Canon Smartphone 37,Canon Smartphone 37 high-quality modern smartphone with advanced features.,1619.78,Smartphones,SKU-0518,Green,128GB,10,SKU-0518-GRE-128,72,14
Apple Gaming Console 12,Apple Gaming Console 12 high-quality modern gaming console with advanced features.,1829.84,Gaming Consoles,SKU-0519,Green,512GB,15,SKU-0519-GRE-512,77,10
Nikon Tablet 37,Nikon Tablet 37 high-quality modern tablet with advanced features.,1228.96,Tablets,SKU-0520,Blue,128GB,20,SKU-0520-BLU-128,9,7
HP Headphone 32,HP Headphone 32 high-quality modern headphone with advanced features.,1708.38,Headphones,SKU-0521,Silver,128GB,5,SKU-0521-SIL-128,71,10
Canon Headphone 7,Canon Headphone 7 high-quality modern headphone with advanced features.,1317,Headphones,SKU-0522,Red,256GB,25,SKU-0522-RED-256,20,5
Xiaomi Tablet 10,Xiaomi Tablet 10 high-quality modern tablet with advanced features.,1540.82,Tablets,SKU-0523,Green,64GB,25,SKU-0523-GRE-64,89,8
LG Smartwatche 33,LG Smartwatche 33 high-quality modern smartwatche with advanced features.,1489.48,Smartwatches,SKU-0524,Red,64GB,15,SKU-0524-RED-64,52,12
Lenovo Smartphone 36,Lenovo Smartphone 36 high-quality modern smartphone with advanced features.,1004.05,Smartphones,SKU-0525,Gold,64GB,20,SKU-0525-GOL-64,5,9
Nikon Home Appliance 22,Nikon Home Appliance 22 high-quality modern home appliance with advanced features.,1304.4,Home Appliances,SKU-0526,Blue,32GB,5,SKU-0526-BLU-32,93,9
Asus Laptop 7,Asus Laptop 7 high-quality modern laptop with advanced features.,1352.22,Laptops,SKU-0527,Blue,64GB,10,SKU-0527-BLU-64,16,12
Sony Networking Device 46,Sony Networking Device 46 high-quality modern networking device with advanced features.,1266.34,Networking Devices,SKU-0528,Green,256GB,5,SKU-0528-GRE-256,80,7
Apple Gaming Console 32,Apple Gaming Console 32 high-quality modern gaming console with advanced features.,847.02,Gaming Consoles,SKU-0529,Red,64GB,10,SKU-0529-RED-64,9,6
Vivo Networking Device 39,Vivo Networking Device 39 high-quality modern networking device with advanced features.,383.13,Networking Devices,SKU-0530,Red,64GB,0,SKU-0530-RED-64,49,12
Nikon Monitor 1,Nikon Monitor 1 high-quality modern monitor with advanced features.,1387.87,Monitors,SKU-0531,Gold,64GB,15,SKU-0531-GOL-64,28,6
HP Smartwatche 13,HP Smartwatche 13 high-quality modern smartwatche with advanced features.,1680.17,Smartwatches,SKU-0532,Green,128GB,0,SKU-0532-GRE-128,67,13
Vivo Home Appliance 6,Vivo Home Appliance 6 high-quality modern home appliance with advanced features.,1731.73,Home Appliances,SKU-0533,Red,64GB,20,SKU-0533-RED-64,42,7
HP Smartwatche 28,HP Smartwatche 28 high-quality modern smartwatche with advanced features.,275.86,Smartwatches,SKU-0534,Green,64GB,5,SKU-0534-GRE-64,80,10
Asus Home Appliance 25,Asus Home Appliance 25 high-quality modern home appliance with advanced features.,198.96,Home Appliances,SKU-0535,Green,64GB,0,SKU-0535-GRE-64,76,11
Samsung Smartwatche 11,Samsung Smartwatche 11 high-quality modern smartwatche with advanced features.,427.49,Smartwatches,SKU-0536,Silver,1TB,15,SKU-0536-SIL-1TB,30,6
Dell Headphone 13,Dell Headphone 13 high-quality modern headphone with advanced features.,822.18,Headphones,SKU-0537,Gold,64GB,10,SKU-0537-GOL-64,64,8
Dell Headphone 7,Dell Headphone 7 high-quality modern headphone with advanced features.,1140.84,Headphones,SKU-0538,Green,128GB,0,SKU-0538-GRE-128,60,12
Oppo Home Appliance 45,Oppo Home Appliance 45 high-quality modern home appliance with advanced features.,562.29,Home Appliances,SKU-0539,Gold,1TB,15,SKU-0539-GOL-1TB,33,10
Dell Smartphone 11,Dell Smartphone 11 high-quality modern smartphone with advanced features.,1440.08,Smartphones,SKU-0540,Silver,256GB,25,SKU-0540-SIL-256,71,14
Oppo Smartwatche 49,Oppo Smartwatche 49 high-quality modern smartwatche with advanced features.,1377.3,Smartwatches,SKU-0541,Black,1TB,5,SKU-0541-BLA-1TB,42,12
LG Home Appliance 6,LG Home Appliance 6 high-quality modern home appliance with advanced features.,1479.35,Home Appliances,SKU-0542,Gold,128GB,10,SKU-0542-GOL-128,83,19
Oppo Camera 38,Oppo Camera 38 high-quality modern camera with advanced features.,596.72,Cameras,SKU-0543,Black,256GB,15,SKU-0543-BLA-256,37,18
Dell Gaming Console 8,Dell Gaming Console 8 high-quality modern gaming console with advanced features.,982.28,Gaming Consoles,SKU-0544,Red,256GB,15,SKU-0544-RED-256,48,17
Samsung Gaming Console 10,Samsung Gaming Console 10 high-quality modern gaming console with advanced features.,872.5,Gaming Consoles,SKU-0545,White,64GB,25,SKU-0545-WHI-64,24,19
Oppo Tablet 8,Oppo Tablet 8 high-quality modern tablet with advanced features.,1411.25,Tablets,SKU-0546,Blue,32GB,10,SKU-0546-BLU-32,13,16
LG Smartwatche 13,LG Smartwatche 13 high-quality modern smartwatche with advanced features.,1068.56,Smartwatches,SKU-0547,Green,32GB,20,SKU-0547-GRE-32,52,15
Vivo Tablet 42,Vivo Tablet 42 high-quality modern tablet with advanced features.,1254.71,Tablets,SKU-0548,Green,64GB,5,SKU-0548-GRE-64,22,10
Oppo Monitor 38,Oppo Monitor 38 high-quality modern monitor with advanced features.,1858.94,Monitors,SKU-0549,Black,256GB,0,SKU-0549-BLA-256,35,20
Dell Laptop 46,Dell Laptop 46 high-quality modern laptop with advanced features.,733.37,Laptops,SKU-0550,White,32GB,25,SKU-0550-WHI-32,45,19
Apple Laptop 46,Apple Laptop 46 high-quality modern laptop with advanced features.,1801.01,Laptops,SKU-0551,Red,1TB,25,SKU-0551-RED-1TB,85,16
Canon Gaming Console 14,Canon Gaming Console 14 high-quality modern gaming console with advanced features.,559.42,Gaming Consoles,SKU-0552,Silver,512GB,25,SKU-0552-SIL-512,98,20
LG Smartphone 38,LG Smartphone 38 high-quality modern smartphone with advanced features.,588.56,Smartphones,SKU-0553,Blue,512GB,20,SKU-0553-BLU-512,20,20
Oppo Monitor 18,Oppo Monitor 18 high-quality modern monitor with advanced features.,1964.33,Monitors,SKU-0554,Red,256GB,10,SKU-0554-RED-256,10,16
Lenovo Camera 6,Lenovo Camera 6 high-quality modern camera with advanced features.,1498.32,Cameras,SKU-0555,Black,512GB,25,SKU-0555-BLA-512,28,13
Xiaomi Monitor 21,Xiaomi Monitor 21 high-quality modern monitor with advanced features.,985.25,Monitors,SKU-0556,Blue,64GB,5,SKU-0556-BLU-64,5,18
Samsung Home Appliance 42,Samsung Home Appliance 42 high-quality modern home appliance with advanced features.,1962.04,Home Appliances,SKU-0557,Blue,512GB,5,SKU-0557-BLU-512,63,8
Xiaomi Home Appliance 28,Xiaomi Home Appliance 28 high-quality modern home appliance with advanced features.,1667.72,Home Appliances,SKU-0558,Green,64GB,10,SKU-0558-GRE-64,95,16
LG Smartwatche 27,LG Smartwatche 27 high-quality modern smartwatche with advanced features.,314.01,Smartwatches,SKU-0559,White,128GB,0,SKU-0559-WHI-128,23,9
Vivo Home Appliance 49,Vivo Home Appliance 49 high-quality modern home appliance with advanced features.,236.9,Home Appliances,SKU-0560,Gold,64GB,10,SKU-0560-GOL-64,5,8
Canon Camera 16,Canon Camera 16 high-quality modern camera with advanced features.,1969.06,Cameras,SKU-0561,White,128GB,15,SKU-0561-WHI-128,82,18
Xiaomi Laptop 5,Xiaomi Laptop 5 high-quality modern laptop with advanced features.,434.49,Laptops,SKU-0562,Gold,128GB,0,SKU-0562-GOL-128,80,5
Canon Smartwatche 29,Canon Smartwatche 29 high-quality modern smartwatche with advanced features.,1987.56,Smartwatches,SKU-0563,Silver,32GB,10,SKU-0563-SIL-32,36,15
Apple Home Appliance 15,Apple Home Appliance 15 high-quality modern home appliance with advanced features.,1436.69,Home Appliances,SKU-0564,Gold,1TB,25,SKU-0564-GOL-1TB,24,17
Sony Gaming Console 28,Sony Gaming Console 28 high-quality modern gaming console with advanced features.,484.91,Gaming Consoles,SKU-0565,Red,32GB,25,SKU-0565-RED-32,97,9
Xiaomi Gaming Console 8,Xiaomi Gaming Console 8 high-quality modern gaming console with advanced features.,1979.36,Gaming Consoles,SKU-0566,Silver,256GB,25,SKU-0566-SIL-256,75,8
Xiaomi Monitor 18,Xiaomi Monitor 18 high-quality modern monitor with advanced features.,519.62,Monitors,SKU-0567,Black,32GB,20,SKU-0567-BLA-32,50,6
Xiaomi Gaming Console 10,Xiaomi Gaming Console 10 high-quality modern gaming console with advanced features.,1070.27,Gaming Consoles,SKU-0568,Blue,32GB,10,SKU-0568-BLU-32,69,10
Samsung Gaming Console 31,Samsung Gaming Console 31 high-quality modern gaming console with advanced features.,1628.73,Gaming Consoles,SKU-0569,Silver,64GB,5,SKU-0569-SIL-64,40,7
Canon Camera 48,Canon Camera 48 high-quality modern camera with advanced features.,593.96,Cameras,SKU-0570,White,32GB,5,SKU-0570-WHI-32,50,18
Lenovo Home Appliance 7,Lenovo Home Appliance 7 high-quality modern home appliance with advanced features.,1394.48,Home Appliances,SKU-0571,White,512GB,15,SKU-0571-WHI-512,60,12
Vivo Smartwatche 11,Vivo Smartwatche 11 high-quality modern smartwatche with advanced features.,1719.79,Smartwatches,SKU-0572,Gold,64GB,25,SKU-0572-GOL-64,58,7
Samsung Smartphone 29,Samsung Smartphone 29 high-quality modern smartphone with advanced features.,1285.94,Smartphones,SKU-0573,Red,1TB,0,SKU-0573-RED-1TB,26,10
Oppo Gaming Console 1,Oppo Gaming Console 1 high-quality modern gaming console with advanced features.,1567.84,Gaming Consoles,SKU-0574,Green,1TB,25,SKU-0574-GRE-1TB,90,6
Sony Laptop 40,Sony Laptop 40 high-quality modern laptop with advanced features.,1799.5,Laptops,SKU-0575,Black,32GB,20,SKU-0575-BLA-32,42,16
Samsung Tablet 14,Samsung Tablet 14 high-quality modern tablet with advanced features.,258.91,Tablets,SKU-0576,Green,128GB,15,SKU-0576-GRE-128,67,11
Nikon Smartwatche 19,Nikon Smartwatche 19 high-quality modern smartwatche with advanced features.,1922.74,Smartwatches,SKU-0577,Blue,32GB,25,SKU-0577-BLU-32,66,7
Vivo Headphone 31,Vivo Headphone 31 high-quality modern headphone with advanced features.,1192.35,Headphones,SKU-0578,White,1TB,10,SKU-0578-WHI-1TB,47,19
Asus Smartphone 46,Asus Smartphone 46 high-quality modern smartphone with advanced features.,1706.21,Smartphones,SKU-0579,Green,32GB,20,SKU-0579-GRE-32,79,9
Canon Headphone 21,Canon Headphone 21 high-quality modern headphone with advanced features.,716.08,Headphones,SKU-0580,White,128GB,15,SKU-0580-WHI-128,37,12
Xiaomi Home Appliance 44,Xiaomi Home Appliance 44 high-quality modern home appliance with advanced features.,912.11,Home Appliances,SKU-0581,Red,64GB,0,SKU-0581-RED-64,25,8
Lenovo Headphone 33,Lenovo Headphone 33 high-quality modern headphone with advanced features.,484.1,Headphones,SKU-0582,Gold,256GB,5,SKU-0582-GOL-256,80,6
Dell Camera 47,Dell Camera 47 high-quality modern camera with advanced features.,1983.63,Cameras,SKU-0583,Red,128GB,10,SKU-0583-RED-128,46,5
Xiaomi Laptop 17,Xiaomi Laptop 17 high-quality modern laptop with advanced features.,698.11,Laptops,SKU-0584,Black,256GB,10,SKU-0584-BLA-256,20,7
Sony Networking Device 22,Sony Networking Device 22 high-quality modern networking device with advanced features.,1542.49,Networking Devices,SKU-0585,Green,1TB,10,SKU-0585-GRE-1TB,72,11
LG Networking Device 45,LG Networking Device 45 high-quality modern networking device with advanced features.,1959.62,Networking Devices,SKU-0586,White,32GB,15,SKU-0586-WHI-32,58,20
Xiaomi Tablet 39,Xiaomi Tablet 39 high-quality modern tablet with advanced features.,178.82,Tablets,SKU-0587,Black,512GB,10,SKU-0587-BLA-512,29,15
Samsung Headphone 24,Samsung Headphone 24 high-quality modern headphone with advanced features.,1859.32,Headphones,SKU-0588,Silver,512GB,0,SKU-0588-SIL-512,76,12
Sony Tablet 37,Sony Tablet 37 high-quality modern tablet with advanced features.,1707.09,Tablets,SKU-0589,White,128GB,5,SKU-0589-WHI-128,52,19
Lenovo Monitor 25,Lenovo Monitor 25 high-quality modern monitor with advanced features.,302.49,Monitors,SKU-0590,Gold,1TB,20,SKU-0590-GOL-1TB,38,6
HP Camera 22,HP Camera 22 high-quality modern camera with advanced features.,1710,Cameras,SKU-0591,Gold,512GB,10,SKU-0591-GOL-512,32,6
Asus Smartphone 22,Asus Smartphone 22 high-quality modern smartphone with advanced features.,270.55,Smartphones,SKU-0592,Green,256GB,0,SKU-0592-GRE-256,15,7
Nikon Smartphone 31,Nikon Smartphone 31 high-quality modern smartphone with advanced features.,1719.26,Smartphones,SKU-0593,Red,64GB,15,SKU-0593-RED-64,15,14
Canon Headphone 10,Canon Headphone 10 high-quality modern headphone with advanced features.,1099.86,Headphones,SKU-0594,Blue,1TB,20,SKU-0594-BLU-1TB,19,10
Sony Home Appliance 41,Sony Home Appliance 41 high-quality modern home appliance with advanced features.,805.21,Home Appliances,SKU-0595,Green,64GB,20,SKU-0595-GRE-64,17,8
HP Monitor 39,HP Monitor 39 high-quality modern monitor with advanced features.,1781.55,Monitors,SKU-0596,Blue,512GB,10,SKU-0596-BLU-512,51,16
Canon Monitor 34,Canon Monitor 34 high-quality modern monitor with advanced features.,464.44,Monitors,SKU-0597,Green,64GB,5,SKU-0597-GRE-64,70,6
Sony Home Appliance 34,Sony Home Appliance 34 high-quality modern home appliance with advanced features.,1255.68,Home Appliances,SKU-0598,Red,32GB,10,SKU-0598-RED-32,16,18
Nikon Smartphone 5,Nikon Smartphone 5 high-quality modern smartphone with advanced features.,1713.45,Smartphones,SKU-0599,Green,128GB,10,SKU-0599-GRE-128,15,16
Dell Smartphone 22,Dell Smartphone 22 high-quality modern smartphone with advanced features.,633.06,Smartphones,SKU-0600,Blue,256GB,10,SKU-0600-BLU-256,92,8
Oppo Monitor 7,Oppo Monitor 7 high-quality modern monitor with advanced features.,1021.03,Monitors,SKU-0601,Gold,1TB,15,SKU-0601-GOL-1TB,51,6
Asus Camera 30,Asus Camera 30 high-quality modern camera with advanced features.,962.76,Cameras,SKU-0602,White,128GB,25,SKU-0602-WHI-128,53,18
Dell Smartphone 16,Dell Smartphone 16 high-quality modern smartphone with advanced features.,127.65,Smartphones,SKU-0603,Gold,512GB,20,SKU-0603-GOL-512,93,7
Sony Headphone 26,Sony Headphone 26 high-quality modern headphone with advanced features.,596.1,Headphones,SKU-0604,Silver,256GB,10,SKU-0604-SIL-256,56,18
Lenovo Laptop 45,Lenovo Laptop 45 high-quality modern laptop with advanced features.,680.52,Laptops,SKU-0605,White,64GB,20,SKU-0605-WHI-64,17,12
Oppo Laptop 19,Oppo Laptop 19 high-quality modern laptop with advanced features.,399.27,Laptops,SKU-0606,White,256GB,5,SKU-0606-WHI-256,96,17
HP Home Appliance 49,HP Home Appliance 49 high-quality modern home appliance with advanced features.,1117.04,Home Appliances,SKU-0607,Green,512GB,5,SKU-0607-GRE-512,88,13
Dell Tablet 49,Dell Tablet 49 high-quality modern tablet with advanced features.,1035.25,Tablets,SKU-0608,Blue,256GB,20,SKU-0608-BLU-256,33,14
Samsung Monitor 12,Samsung Monitor 12 high-quality modern monitor with advanced features.,1737.5,Monitors,SKU-0609,Blue,1TB,10,SKU-0609-BLU-1TB,97,19
Sony Home Appliance 35,Sony Home Appliance 35 high-quality modern home appliance with advanced features.,1708.95,Home Appliances,SKU-0610,Blue,512GB,5,SKU-0610-BLU-512,31,17
Oppo Networking Device 50,Oppo Networking Device 50 high-quality modern networking device with advanced features.,1549.45,Networking Devices,SKU-0611,White,512GB,20,SKU-0611-WHI-512,87,18
Sony Laptop 36,Sony Laptop 36 high-quality modern laptop with advanced features.,879.02,Laptops,SKU-0612,Red,1TB,10,SKU-0612-RED-1TB,73,10
Asus Tablet 4,Asus Tablet 4 high-quality modern tablet with advanced features.,164.69,Tablets,SKU-0613,White,512GB,5,SKU-0613-WHI-512,99,16
Asus Smartphone 1,Asus Smartphone 1 high-quality modern smartphone with advanced features.,1000.9,Smartphones,SKU-0614,Gold,256GB,5,SKU-0614-GOL-256,6,8
HP Networking Device 35,HP Networking Device 35 high-quality modern networking device with advanced features.,545.85,Networking Devices,SKU-0615,Blue,128GB,25,SKU-0615-BLU-128,66,17
Dell Gaming Console 16,Dell Gaming Console 16 high-quality modern gaming console with advanced features.,774.14,Gaming Consoles,SKU-0616,Black,128GB,15,SKU-0616-BLA-128,14,11
Dell Tablet 31,Dell Tablet 31 high-quality modern tablet with advanced features.,572.37,Tablets,SKU-0617,Red,32GB,15,SKU-0617-RED-32,6,7
Apple Tablet 6,Apple Tablet 6 high-quality modern tablet with advanced features.,1010.38,Tablets,SKU-0618,Blue,32GB,0,SKU-0618-BLU-32,22,11
Vivo Smartwatche 20,Vivo Smartwatche 20 high-quality modern smartwatche with advanced features.,1305.02,Smartwatches,SKU-0619,Gold,512GB,5,SKU-0619-GOL-512,55,19
Oppo Networking Device 7,Oppo Networking Device 7 high-quality modern networking device with advanced features.,297.52,Networking Devices,SKU-0620,Gold,128GB,10,SKU-0620-GOL-128,62,10
HP Smartphone 33,HP Smartphone 33 high-quality modern smartphone with advanced features.,863.39,Smartphones,SKU-0621,Silver,256GB,20,SKU-0621-SIL-256,55,11
Samsung Home Appliance 43,Samsung Home Appliance 43 high-quality modern home appliance with advanced features.,388.95,Home Appliances,SKU-0622,Red,32GB,15,SKU-0622-RED-32,96,19
Xiaomi Home Appliance 24,Xiaomi Home Appliance 24 high-quality modern home appliance with advanced features.,976.7,Home Appliances,SKU-0623,Red,32GB,0,SKU-0623-RED-32,46,13
HP Tablet 33,HP Tablet 33 high-quality modern tablet with advanced features.,838.18,Tablets,SKU-0624,Red,512GB,10,SKU-0624-RED-512,72,8
Samsung Smartwatche 39,Samsung Smartwatche 39 high-quality modern smartwatche with advanced features.,1731.4,Smartwatches,SKU-0625,Silver,64GB,20,SKU-0625-SIL-64,80,14
Vivo Home Appliance 8,Vivo Home Appliance 8 high-quality modern home appliance with advanced features.,1123.15,Home Appliances,SKU-0626,Blue,256GB,5,SKU-0626-BLU-256,11,9
HP Networking Device 48,HP Networking Device 48 high-quality modern networking device with advanced features.,1927.9,Networking Devices,SKU-0627,Silver,32GB,10,SKU-0627-SIL-32,80,15
Xiaomi Home Appliance 7,Xiaomi Home Appliance 7 high-quality modern home appliance with advanced features.,544.39,Home Appliances,SKU-0628,Black,1TB,25,SKU-0628-BLA-1TB,36,16
Xiaomi Camera 37,Xiaomi Camera 37 high-quality modern camera with advanced features.,1149.35,Cameras,SKU-0629,Gold,512GB,25,SKU-0629-GOL-512,36,15
HP Networking Device 28,HP Networking Device 28 high-quality modern networking device with advanced features.,1773.08,Networking Devices,SKU-0630,Silver,128GB,25,SKU-0630-SIL-128,8,6
Apple Networking Device 15,Apple Networking Device 15 high-quality modern networking device with advanced features.,946.24,Networking Devices,SKU-0631,Red,64GB,20,SKU-0631-RED-64,39,19
LG Camera 22,LG Camera 22 high-quality modern camera with advanced features.,1203.16,Cameras,SKU-0632,White,1TB,5,SKU-0632-WHI-1TB,76,5
Apple Networking Device 46,Apple Networking Device 46 high-quality modern networking device with advanced features.,1313.9,Networking Devices,SKU-0633,Blue,256GB,25,SKU-0633-BLU-256,31,13
Canon Laptop 32,Canon Laptop 32 high-quality modern laptop with advanced features.,1554.11,Laptops,SKU-0634,Red,128GB,5,SKU-0634-RED-128,94,12
HP Home Appliance 5,HP Home Appliance 5 high-quality modern home appliance with advanced features.,1635.15,Home Appliances,SKU-0635,Silver,512GB,15,SKU-0635-SIL-512,64,5
Canon Tablet 27,Canon Tablet 27 high-quality modern tablet with advanced features.,657.74,Tablets,SKU-0636,Silver,64GB,25,SKU-0636-SIL-64,40,8
Asus Tablet 33,Asus Tablet 33 high-quality modern tablet with advanced features.,780.59,Tablets,SKU-0637,Red,128GB,15,SKU-0637-RED-128,25,20
Nikon Monitor 30,Nikon Monitor 30 high-quality modern monitor with advanced features.,1315.77,Monitors,SKU-0638,Gold,1TB,5,SKU-0638-GOL-1TB,48,7
Dell Camera 28,Dell Camera 28 high-quality modern camera with advanced features.,1748.43,Cameras,SKU-0639,Gold,512GB,0,SKU-0639-GOL-512,35,11
Apple Smartphone 13,Apple Smartphone 13 high-quality modern smartphone with advanced features.,808.88,Smartphones,SKU-0640,White,128GB,10,SKU-0640-WHI-128,28,17
Lenovo Gaming Console 3,Lenovo Gaming Console 3 high-quality modern gaming console with advanced features.,1585.99,Gaming Consoles,SKU-0641,Green,64GB,15,SKU-0641-GRE-64,49,16
Apple Networking Device 37,Apple Networking Device 37 high-quality modern networking device with advanced features.,176.91,Networking Devices,SKU-0642,Blue,1TB,15,SKU-0642-BLU-1TB,30,16
Xiaomi Smartwatche 26,Xiaomi Smartwatche 26 high-quality modern smartwatche with advanced features.,963.1,Smartwatches,SKU-0643,Black,32GB,15,SKU-0643-BLA-32,57,7
Xiaomi Gaming Console 11,Xiaomi Gaming Console 11 high-quality modern gaming console with advanced features.,1636.36,Gaming Consoles,SKU-0644,Silver,1TB,15,SKU-0644-SIL-1TB,77,15
Samsung Networking Device 11,Samsung Networking Device 11 high-quality modern networking device with advanced features.,1581.96,Networking Devices,SKU-0645,White,128GB,20,SKU-0645-WHI-128,51,9
Oppo Gaming Console 48,Oppo Gaming Console 48 high-quality modern gaming console with advanced features.,1473.96,Gaming Consoles,SKU-0646,Red,64GB,0,SKU-0646-RED-64,95,16
Apple Monitor 39,Apple Monitor 39 high-quality modern monitor with advanced features.,1668.14,Monitors,SKU-0647,Gold,512GB,15,SKU-0647-GOL-512,46,6
Lenovo Home Appliance 38,Lenovo Home Appliance 38 high-quality modern home appliance with advanced features.,1301.68,Home Appliances,SKU-0648,Black,512GB,15,SKU-0648-BLA-512,54,12
Canon Camera 41,Canon Camera 41 high-quality modern camera with advanced features.,1580.81,Cameras,SKU-0649,Green,64GB,0,SKU-0649-GRE-64,67,12
Lenovo Home Appliance 45,Lenovo Home Appliance 45 high-quality modern home appliance with advanced features.,1872.97,Home Appliances,SKU-0650,Red,512GB,5,SKU-0650-RED-512,72,13
Samsung Home Appliance 26,Samsung Home Appliance 26 high-quality modern home appliance with advanced features.,1184.14,Home Appliances,SKU-0651,White,64GB,15,SKU-0651-WHI-64,19,18
Nikon Laptop 27,Nikon Laptop 27 high-quality modern laptop with advanced features.,1733.53,Laptops,SKU-0652,Black,128GB,0,SKU-0652-BLA-128,33,15
Oppo Gaming Console 47,Oppo Gaming Console 47 high-quality modern gaming console with advanced features.,1014.96,Gaming Consoles,SKU-0653,Red,128GB,20,SKU-0653-RED-128,86,7
HP Smartphone 14,HP Smartphone 14 high-quality modern smartphone with advanced features.,1226.89,Smartphones,SKU-0654,Silver,64GB,25,SKU-0654-SIL-64,23,12
LG Gaming Console 43,LG Gaming Console 43 high-quality modern gaming console with advanced features.,1305.04,Gaming Consoles,SKU-0655,White,1TB,0,SKU-0655-WHI-1TB,41,13
Oppo Monitor 32,Oppo Monitor 32 high-quality modern monitor with advanced features.,1741.35,Monitors,SKU-0656,Silver,32GB,5,SKU-0656-SIL-32,63,14
Dell Networking Device 49,Dell Networking Device 49 high-quality modern networking device with advanced features.,885.61,Networking Devices,SKU-0657,Gold,64GB,15,SKU-0657-GOL-64,13,14
HP Headphone 49,HP Headphone 49 high-quality modern headphone with advanced features.,911.89,Headphones,SKU-0658,Red,256GB,15,SKU-0658-RED-256,75,5
Xiaomi Gaming Console 28,Xiaomi Gaming Console 28 high-quality modern gaming console with advanced features.,583.93,Gaming Consoles,SKU-0659,White,512GB,10,SKU-0659-WHI-512,65,15
Apple Monitor 47,Apple Monitor 47 high-quality modern monitor with advanced features.,255.27,Monitors,SKU-0660,Blue,1TB,15,SKU-0660-BLU-1TB,23,6
Xiaomi Gaming Console 5,Xiaomi Gaming Console 5 high-quality modern gaming console with advanced features.,1465.42,Gaming Consoles,SKU-0661,White,1TB,0,SKU-0661-WHI-1TB,25,19
Apple Monitor 13,Apple Monitor 13 high-quality modern monitor with advanced features.,1038.15,Monitors,SKU-0662,Black,256GB,15,SKU-0662-BLA-256,51,15
LG Home Appliance 22,LG Home Appliance 22 high-quality modern home appliance with advanced features.,898.28,Home Appliances,SKU-0663,Silver,256GB,0,SKU-0663-SIL-256,25,14
Vivo Headphone 6,Vivo Headphone 6 high-quality modern headphone with advanced features.,480.1,Headphones,SKU-0664,Blue,1TB,5,SKU-0664-BLU-1TB,5,19
LG Headphone 50,LG Headphone 50 high-quality modern headphone with advanced features.,691.48,Headphones,SKU-0665,Gold,512GB,25,SKU-0665-GOL-512,55,9
Samsung Monitor 14,Samsung Monitor 14 high-quality modern monitor with advanced features.,1567.03,Monitors,SKU-0666,Black,32GB,15,SKU-0666-BLA-32,72,13
Oppo Gaming Console 35,Oppo Gaming Console 35 high-quality modern gaming console with advanced features.,1324.01,Gaming Consoles,SKU-0667,White,512GB,25,SKU-0667-WHI-512,32,15
Oppo Camera 24,Oppo Camera 24 high-quality modern camera with advanced features.,1782.9,Cameras,SKU-0668,Green,32GB,0,SKU-0668-GRE-32,19,14
Vivo Monitor 33,Vivo Monitor 33 high-quality modern monitor with advanced features.,889.93,Monitors,SKU-0669,Gold,128GB,10,SKU-0669-GOL-128,12,9
