product_name,description,base_price,category,product_sku,variant_color,variant_storage,price_modifier,variant_sku,quantity,low_stock_threshold
Monitor 658,Latest model with advanced features,1740.6,Electronics,SKU-0658,Black,32GB,82.21,SKU-0658-BLA-32GB,15,15
Tablet 659,Best value for money,1155.42,Electronics,SKU-0659,Blue,256GB,30.01,SKU-0659-BLU-256GB,93,15
Laptop 660,High quality and durable product,1902.42,Accessories,SKU-0660,Silver,128GB,15.79,SKU-0660-SIL-128GB,86,10
Smartphone 661,High quality and durable product,817.06,Electronics,SKU-0661,Silver,512GB,110.21,SKU-0661-SIL-512GB,11,8
Smartwatch 662,Best value for money,460.68,Gadgets,SKU-0662,Silver,512GB,183.33,SKU-0662-SIL-512GB,85,8
Monitor 663,Best value for money,1160.8,Electronics,SKU-0663,Red,128GB,8.44,SKU-0663-RED-128GB,50,8
Speaker 664,Latest model with advanced features,323.8,Gadgets,SKU-0664,Green,16GB,45.17,SKU-0664-GRE-16GB,46,10
Laptop 665,Best value for money,479.85,Electronics,SKU-0665,Red,128GB,130.52,SKU-0665-RED-128GB,60,9
Headphones 666,High quality and durable product,203.11,Gadgets,SKU-0666,Blue,16GB,27.15,SKU-0666-BLU-16GB,65,19
Smartwatch 667,Latest model with advanced features,181.49,Electronics,SKU-0667,Red,128GB,137.51,SKU-0667-RED-128GB,7,7
Speaker 668,Best value for money,131.69,Gadgets,SKU-0668,Red,512GB,116.23,SKU-0668-RED-512GB,65,9
Smartphone 669,Latest model with advanced features,1247.79,Accessories,SKU-0669,Gold,32GB,182.49,SKU-0669-GOL-32GB,54,7
Smartphone 670,Latest model with advanced features,444.51,Gadgets,SKU-0670,Gold,64GB,112.98,SKU-0670-GOL-64GB,84,10
Monitor 671,High quality and durable product,127.0,Accessories,SKU-0671,Gold,256GB,105.68,SKU-0671-GOL-256GB,56,17
Camera 672,Compact and lightweight design,865.38,Electronics,SKU-0672,Black,16GB,125.7,SKU-0672-BLA-16GB,22,7
Tablet 673,High quality and durable product,1104.32,Electronics,SKU-0673,Blue,512GB,61.44,SKU-0673-BLU-512GB,39,9
Monitor 674,High quality and durable product,1798.06,Accessories,SKU-0674,Blue,256GB,92.36,SKU-0674-BLU-256GB,21,14
Tablet 675,High quality and durable product,1265.72,Accessories,SKU-0675,Red,32GB,27.89,SKU-0675-RED-32GB,78,19
Laptop 676,Best value for money,307.99,Gadgets,SKU-0676,Blue,128GB,168.91,SKU-0676-BLU-128GB,81,12
Camera 677,Enhanced performance and battery life,1357.23,Electronics,SKU-0677,White,32GB,45.93,SKU-0677-WHI-32GB,97,9
Headphones 678,Compact and lightweight design,1729.3,Electronics,SKU-0678,Black,128GB,187.66,SKU-0678-BLA-128GB,16,19
Speaker 679,Compact and lightweight design,1923.94,Electronics,SKU-0679,Green,128GB,11.95,SKU-0679-GRE-128GB,55,18
Tablet 680,Enhanced performance and battery life,1321.11,Gadgets,SKU-0680,Black,32GB,92.69,SKU-0680-BLA-32GB,67,8
Laptop 681,Best value for money,1498.79,Gadgets,SKU-0681,Green,256GB,147.97,SKU-0681-GRE-256GB,56,9
Monitor 682,Compact and lightweight design,450.79,Electronics,SKU-0682,Silver,128GB,113.32,SKU-0682-SIL-128GB,29,9
Camera 683,Latest model with advanced features,1946.62,Gadgets,SKU-0683,Black,16GB,198.69,SKU-0683-BLA-16GB,84,15
Tablet 684,Best value for money,487.98,Gadgets,SKU-0684,Green,16GB,169.45,SKU-0684-GRE-16GB,31,17
Monitor 685,Best value for money,1046.41,Gadgets,SKU-0685,Green,256GB,25.6,SKU-0685-GRE-256GB,38,19
Headphones 686,Compact and lightweight design,707.11,Electronics,SKU-0686,Green,64GB,66.99,SKU-0686-GRE-64GB,58,7
Tablet 687,High quality and durable product,62.26,Electronics,SKU-0687,Blue,64GB,74.03,SKU-0687-BLU-64GB,50,17
Monitor 688,Best value for money,1482.7,Gadgets,SKU-0688,Blue,16GB,97.72,SKU-0688-BLU-16GB,100,20
Smartphone 689,Enhanced performance and battery life,1967.07,Accessories,SKU-0689,Red,64GB,108.9,SKU-0689-RED-64GB,47,7
Laptop 690,Latest model with advanced features,1557.91,Gadgets,SKU-0690,Blue,512GB,137.24,SKU-0690-BLU-512GB,35,20
Monitor 691,Best value for money,1475.89,Gadgets,SKU-0691,Gold,16GB,142.6,SKU-0691-GOL-16GB,62,18
Headphones 692,High quality and durable product,946.37,Accessories,SKU-0692,White,16GB,56.33,SKU-0692-WHI-16GB,81,15
Smartphone 693,Compact and lightweight design,129.31,Electronics,SKU-0693,Black,64GB,100.15,SKU-0693-BLA-64GB,97,9
Monitor 694,Enhanced performance and battery life,1550.27,Accessories,SKU-0694,Gold,64GB,21.53,SKU-0694-GOL-64GB,35,18
Headphones 695,Compact and lightweight design,966.47,Accessories,SKU-0695,Silver,32GB,95.03,SKU-0695-SIL-32GB,16,16
Tablet 696,Best value for money,1272.3,Electronics,SKU-0696,Black,16GB,94.8,SKU-0696-BLA-16GB,27,12
Monitor 697,Latest model with advanced features,1106.44,Accessories,SKU-0697,Green,32GB,57.63,SKU-0697-GRE-32GB,46,17
Camera 698,Compact and lightweight design,1439.73,Accessories,SKU-0698,Silver,256GB,18.59,SKU-0698-SIL-256GB,17,7
Laptop 699,Compact and lightweight design,394.34,Gadgets,SKU-0699,Blue,256GB,98.58,SKU-0699-BLU-256GB,67,19
Smartphone 700,Compact and lightweight design,1496.99,Accessories,SKU-0700,Silver,256GB,72.68,SKU-0700-SIL-256GB,96,8
Smartphone 701,High quality and durable product,378.22,Accessories,SKU-0701,Black,16GB,17.22,SKU-0701-BLA-16GB,13,17
Tablet 702,Best value for money,512.8,Gadgets,SKU-0702,Blue,128GB,140.08,SKU-0702-BLU-128GB,62,17
Smartwatch 703,High quality and durable product,368.38,Gadgets,SKU-0703,Black,32GB,175.69,SKU-0703-BLA-32GB,48,14
Smartphone 704,High quality and durable product,292.07,Gadgets,SKU-0704,Blue,512GB,88.56,SKU-0704-BLU-512GB,80,15
Smartwatch 705,Compact and lightweight design,1258.38,Gadgets,SKU-0705,Blue,512GB,2.22,SKU-0705-BLU-512GB,15,11
Laptop 706,Latest model with advanced features,1183.61,Electronics,SKU-0706,White,16GB,195.49,SKU-0706-WHI-16GB,51,14
Headphones 707,Compact and lightweight design,151.02,Gadgets,SKU-0707,Silver,256GB,149.08,SKU-0707-SIL-256GB,50,9
Camera 708,Latest model with advanced features,1782.4,Electronics,SKU-0708,Black,512GB,20.93,SKU-0708-BLA-512GB,36,9
Speaker 709,Compact and lightweight design,585.6,Gadgets,SKU-0709,Blue,256GB,27.6,SKU-0709-BLU-256GB,92,14
Monitor 710,Compact and lightweight design,1209.45,Electronics,SKU-0710,Green,32GB,82.79,SKU-0710-GRE-32GB,89,11
Headphones 711,Enhanced performance and battery life,1678.23,Electronics,SKU-0711,Green,512GB,94.65,SKU-0711-GRE-512GB,43,15
Headphones 712,Compact and lightweight design,1796.93,Electronics,SKU-0712,White,64GB,109.74,SKU-0712-WHI-64GB,15,5
Speaker 713,Compact and lightweight design,1717.86,Gadgets,SKU-0713,Black,32GB,122.6,SKU-0713-BLA-32GB,40,7
Monitor 714,High quality and durable product,1336.07,Accessories,SKU-0714,Blue,128GB,140.43,SKU-0714-BLU-128GB,30,18
Laptop 715,High quality and durable product,81.78,Gadgets,SKU-0715,White,64GB,139.21,SKU-0715-WHI-64GB,56,9
Smartphone 716,Latest model with advanced features,1968.56,Electronics,SKU-0716,Silver,16GB,103.0,SKU-0716-SIL-16GB,13,11
Camera 717,High quality and durable product,519.38,Accessories,SKU-0717,Silver,256GB,183.54,SKU-0717-SIL-256GB,41,20
Headphones 718,High quality and durable product,127.15,Gadgets,SKU-0718,Gold,256GB,57.52,SKU-0718-GOL-256GB,42,5
Monitor 719,Compact and lightweight design,368.69,Accessories,SKU-0719,Blue,512GB,160.23,SKU-0719-BLU-512GB,68,10
Headphones 720,High quality and durable product,776.86,Electronics,SKU-0720,Blue,64GB,181.8,SKU-0720-BLU-64GB,74,5
Laptop 721,Enhanced performance and battery life,859.62,Electronics,SKU-0721,Red,32GB,182.97,SKU-0721-RED-32GB,43,19
Speaker 722,Compact and lightweight design,326.69,Gadgets,SKU-0722,Green,32GB,25.28,SKU-0722-GRE-32GB,5,11
Camera 723,High quality and durable product,1146.93,Gadgets,SKU-0723,Green,256GB,193.07,SKU-0723-GRE-256GB,81,6
Smartwatch 724,Enhanced performance and battery life,1627.87,Electronics,SKU-0724,White,32GB,131.26,SKU-0724-WHI-32GB,12,5
Headphones 725,Latest model with advanced features,1510.19,Accessories,SKU-0725,Red,128GB,2.31,SKU-0725-RED-128GB,31,17
Laptop 726,Latest model with advanced features,1947.78,Electronics,SKU-0726,Blue,512GB,159.36,SKU-0726-BLU-512GB,88,6
Camera 727,Best value for money,1277.69,Accessories,SKU-0727,Gold,128GB,72.01,SKU-0727-GOL-128GB,31,17
Tablet 728,High quality and durable product,300.57,Electronics,SKU-0728,Black,128GB,63.42,SKU-0728-BLA-128GB,7,17
Monitor 729,Latest model with advanced features,1381.33,Electronics,SKU-0729,Red,32GB,74.32,SKU-0729-RED-32GB,95,19
Monitor 730,High quality and durable product,792.38,Electronics,SKU-0730,Black,256GB,82.05,SKU-0730-BLA-256GB,78,7
Tablet 731,Enhanced performance and battery life,1375.69,Gadgets,SKU-0731,Blue,16GB,102.38,SKU-0731-BLU-16GB,7,11
Tablet 732,Latest model with advanced features,1783.08,Electronics,SKU-0732,Blue,16GB,163.19,SKU-0732-BLU-16GB,80,9
Camera 733,Best value for money,192.48,Gadgets,SKU-0733,Blue,512GB,53.98,SKU-0733-BLU-512GB,25,20
Camera 734,Compact and lightweight design,69.01,Electronics,SKU-0734,Gold,512GB,50.32,SKU-0734-GOL-512GB,38,9
Tablet 735,Compact and lightweight design,494.21,Accessories,SKU-0735,Blue,512GB,186.08,SKU-0735-BLU-512GB,62,11
Laptop 736,Best value for money,147.15,Electronics,SKU-0736,Blue,256GB,149.69,SKU-0736-BLU-256GB,11,17
Smartphone 737,Latest model with advanced features,1868.96,Gadgets,SKU-0737,Red,256GB,194.26,SKU-0737-RED-256GB,17,20
Camera 738,Latest model with advanced features,785.22,Accessories,SKU-0738,White,512GB,192.97,SKU-0738-WHI-512GB,55,8
Camera 739,Latest model with advanced features,1163.56,Gadgets,SKU-0739,White,32GB,177.17,SKU-0739-WHI-32GB,28,8
Smartphone 740,Best value for money,133.41,Electronics,SKU-0740,Silver,64GB,118.02,SKU-0740-SIL-64GB,23,20
Tablet 741,Enhanced performance and battery life,1228.54,Gadgets,SKU-0741,Gold,256GB,97.0,SKU-0741-GOL-256GB,90,6
Smartwatch 742,High quality and durable product,1200.2,Gadgets,SKU-0742,Silver,512GB,168.31,SKU-0742-SIL-512GB,78,5
Speaker 743,Enhanced performance and battery life,1201.4,Accessories,SKU-0743,Black,256GB,51.5,SKU-0743-BLA-256GB,76,19
Headphones 744,Enhanced performance and battery life,110.02,Electronics,SKU-0744,Blue,16GB,47.68,SKU-0744-BLU-16GB,27,14
Tablet 745,Best value for money,1581.8,Electronics,SKU-0745,White,16GB,144.98,SKU-0745-WHI-16GB,42,17
Smartphone 746,Enhanced performance and battery life,1948.99,Electronics,SKU-0746,Black,128GB,116.93,SKU-0746-BLA-128GB,69,12
Laptop 747,Best value for money,213.71,Accessories,SKU-0747,White,64GB,76.12,SKU-0747-WHI-64GB,86,16
Monitor 748,High quality and durable product,1323.63,Accessories,SKU-0748,Green,64GB,79.25,SKU-0748-GRE-64GB,13,14
Headphones 749,Enhanced performance and battery life,1233.57,Electronics,SKU-0749,Red,64GB,182.3,SKU-0749-RED-64GB,24,13
Smartwatch 750,Latest model with advanced features,1841.3,Gadgets,SKU-0750,Blue,256GB,108.82,SKU-0750-BLU-256GB,16,5
Tablet 751,Compact and lightweight design,1120.56,Accessories,SKU-0751,Silver,128GB,16.58,SKU-0751-SIL-128GB,21,7
Camera 752,Best value for money,1420.25,Electronics,SKU-0752,Silver,16GB,174.31,SKU-0752-SIL-16GB,77,6
Headphones 753,Compact and lightweight design,829.25,Accessories,SKU-0753,Black,512GB,83.85,SKU-0753-BLA-512GB,58,6
Camera 754,Latest model with advanced features,215.12,Gadgets,SKU-0754,Green,128GB,66.99,SKU-0754-GRE-128GB,94,12
Tablet 755,Best value for money,53.84,Electronics,SKU-0755,Silver,16GB,29.01,SKU-0755-SIL-16GB,30,17
Monitor 756,Enhanced performance and battery life,467.52,Accessories,SKU-0756,Green,16GB,32.58,SKU-0756-GRE-16GB,82,12
Smartphone 757,Enhanced performance and battery life,1941.57,Electronics,SKU-0757,White,128GB,100.25,SKU-0757-WHI-128GB,16,12
Headphones 758,Compact and lightweight design,871.79,Gadgets,SKU-0758,Blue,128GB,91.01,SKU-0758-BLU-128GB,55,18
Headphones 759,Enhanced performance and battery life,1090.56,Gadgets,SKU-0759,Green,128GB,62.52,SKU-0759-GRE-128GB,64,6
Headphones 760,Latest model with advanced features,1999.23,Accessories,SKU-0760,Red,256GB,17.38,SKU-0760-RED-256GB,11,10
Laptop 761,Best value for money,962.5,Accessories,SKU-0761,Blue,64GB,182.68,SKU-0761-BLU-64GB,93,11
Laptop 762,Enhanced performance and battery life,1194.8,Accessories,SKU-0762,Silver,128GB,81.22,SKU-0762-SIL-128GB,7,5
Monitor 763,Enhanced performance and battery life,183.77,Gadgets,SKU-0763,Blue,64GB,33.94,SKU-0763-BLU-64GB,10,12
Monitor 764,Latest model with advanced features,1836.24,Gadgets,SKU-0764,Blue,128GB,146.78,SKU-0764-BLU-128GB,12,17
Laptop 765,Best value for money,368.11,Electronics,SKU-0765,White,128GB,185.58,SKU-0765-WHI-128GB,76,12
Camera 766,Best value for money,1156.79,Accessories,SKU-0766,Black,256GB,136.43,SKU-0766-BLA-256GB,19,10
Tablet 767,Latest model with advanced features,1047.09,Gadgets,SKU-0767,White,256GB,75.52,SKU-0767-WHI-256GB,90,9
Camera 768,Latest model with advanced features,377.09,Gadgets,SKU-0768,Green,16GB,118.74,SKU-0768-GRE-16GB,24,15
Monitor 769,Enhanced performance and battery life,618.26,Electronics,SKU-0769,Blue,128GB,128.89,SKU-0769-BLU-128GB,18,8
Tablet 770,Compact and lightweight design,1896.59,Electronics,SKU-0770,Green,512GB,36.23,SKU-0770-GRE-512GB,95,16
Laptop 771,Latest model with advanced features,586.28,Gadgets,SKU-0771,White,256GB,132.66,SKU-0771-WHI-256GB,36,13
Camera 772,Latest model with advanced features,1498.09,Electronics,SKU-0772,Blue,64GB,126.26,SKU-0772-BLU-64GB,6,7
Camera 773,High quality and durable product,1172.4,Gadgets,SKU-0773,Gold,64GB,32.75,SKU-0773-GOL-64GB,16,18
Speaker 774,Latest model with advanced features,1834.92,Gadgets,SKU-0774,Red,32GB,149.01,SKU-0774-RED-32GB,21,16
Speaker 775,Compact and lightweight design,1193.04,Electronics,SKU-0775,Black,16GB,47.44,SKU-0775-BLA-16GB,20,10
Headphones 776,Latest model with advanced features,212.82,Accessories,SKU-0776,White,256GB,187.23,SKU-0776-WHI-256GB,24,17
Smartwatch 777,Best value for money,1765.3,Gadgets,SKU-0777,Green,256GB,194.02,SKU-0777-GRE-256GB,57,20
Speaker 778,Compact and lightweight design,531.84,Gadgets,SKU-0778,Blue,512GB,182.96,SKU-0778-BLU-512GB,45,17
Tablet 779,Best value for money,920.72,Gadgets,SKU-0779,Silver,64GB,144.57,SKU-0779-SIL-64GB,9,15
Smartwatch 780,Compact and lightweight design,1121.17,Gadgets,SKU-0780,Black,16GB,88.54,SKU-0780-BLA-16GB,14,10
Laptop 781,Best value for money,128.32,Gadgets,SKU-0781,White,512GB,66.76,SKU-0781-WHI-512GB,62,17
Headphones 782,High quality and durable product,1007.56,Electronics,SKU-0782,Green,32GB,94.51,SKU-0782-GRE-32GB,48,14
Monitor 783,Latest model with advanced features,575.42,Gadgets,SKU-0783,Silver,128GB,50.97,SKU-0783-SIL-128GB,32,16
Camera 784,Best value for money,1428.1,Electronics,SKU-0784,Gold,128GB,174.43,SKU-0784-GOL-128GB,14,15
Laptop 785,Compact and lightweight design,633.64,Electronics,SKU-0785,Silver,256GB,12.8,SKU-0785-SIL-256GB,57,9
Monitor 786,Latest model with advanced features,1989.05,Electronics,SKU-0786,Blue,16GB,186.61,SKU-0786-BLU-16GB,39,13
Tablet 787,Enhanced performance and battery life,1427.35,Accessories,SKU-0787,Gold,64GB,151.86,SKU-0787-GOL-64GB,25,11
Laptop 788,Compact and lightweight design,598.92,Electronics,SKU-0788,Blue,16GB,40.64,SKU-0788-BLU-16GB,81,11
Smartwatch 789,Enhanced performance and battery life,1629.19,Accessories,SKU-0789,Silver,256GB,86.99,SKU-0789-SIL-256GB,20,13
Smartphone 790,Best value for money,1321.57,Accessories,SKU-0790,Blue,64GB,13.1,SKU-0790-BLU-64GB,27,16
Headphones 791,Latest model with advanced features,817.02,Gadgets,SKU-0791,Red,32GB,29.04,SKU-0791-RED-32GB,24,17
Headphones 792,Compact and lightweight design,1386.54,Gadgets,SKU-0792,Silver,64GB,15.65,SKU-0792-SIL-64GB,21,8
Smartphone 793,Compact and lightweight design,1998.59,Electronics,SKU-0793,Silver,256GB,128.9,SKU-0793-SIL-256GB,30,19
Camera 794,Compact and lightweight design,672.69,Gadgets,SKU-0794,White,16GB,161.4,SKU-0794-WHI-16GB,48,5
Headphones 795,High quality and durable product,405.31,Accessories,SKU-0795,White,16GB,121.48,SKU-0795-WHI-16GB,44,13
Headphones 796,Best value for money,1546.6,Electronics,SKU-0796,Black,128GB,105.37,SKU-0796-BLA-128GB,65,11
Monitor 797,Compact and lightweight design,583.71,Electronics,SKU-0797,Black,128GB,26.84,SKU-0797-BLA-128GB,19,17
Laptop 798,High quality and durable product,1521.61,Electronics,SKU-0798,Gold,64GB,91.05,SKU-0798-GOL-64GB,83,8
Speaker 799,Latest model with advanced features,1839.67,Gadgets,SKU-0799,Black,64GB,38.92,SKU-0799-BLA-64GB,98,19
Headphones 800,High quality and durable product,1678.68,Accessories,SKU-0800,Silver,64GB,178.81,SKU-0800-SIL-64GB,5,20
Tablet 801,Enhanced performance and battery life,214.26,Accessories,SKU-0801,Gold,32GB,63.25,SKU-0801-GOL-32GB,97,16
Monitor 802,High quality and durable product,1848.48,Gadgets,SKU-0802,Silver,256GB,199.1,SKU-0802-SIL-256GB,31,19
Headphones 803,High quality and durable product,1330.07,Accessories,SKU-0803,Red,32GB,122.87,SKU-0803-RED-32GB,54,5
Camera 804,Latest model with advanced features,56.49,Accessories,SKU-0804,Green,128GB,78.91,SKU-0804-GRE-128GB,54,7
Headphones 805,Compact and lightweight design,863.26,Accessories,SKU-0805,Blue,64GB,31.63,SKU-0805-BLU-64GB,21,17
Tablet 806,Latest model with advanced features,386.39,Electronics,SKU-0806,Green,16GB,91.9,SKU-0806-GRE-16GB,6,17
Laptop 807,Compact and lightweight design,78.89,Electronics,SKU-0807,Red,512GB,78.15,SKU-0807-RED-512GB,70,20
Smartwatch 808,Best value for money,430.5,Gadgets,SKU-0808,Green,16GB,178.53,SKU-0808-GRE-16GB,45,9
Monitor 809,Latest model with advanced features,845.7,Accessories,SKU-0809,Black,32GB,195.16,SKU-0809-BLA-32GB,50,11
Smartphone 810,High quality and durable product,1534.79,Gadgets,SKU-0810,Silver,512GB,45.8,SKU-0810-SIL-512GB,43,9
Laptop 811,High quality and durable product,1742.86,Gadgets,SKU-0811,Red,512GB,78.38,SKU-0811-RED-512GB,97,15
Smartwatch 812,Enhanced performance and battery life,832.16,Accessories,SKU-0812,Black,32GB,1.24,SKU-0812-BLA-32GB,37,16
Laptop 813,Latest model with advanced features,1867.21,Gadgets,SKU-0813,Black,128GB,150.73,SKU-0813-BLA-128GB,55,14
Headphones 814,High quality and durable product,1735.83,Gadgets,SKU-0814,White,128GB,198.48,SKU-0814-WHI-128GB,78,11
Tablet 815,Enhanced performance and battery life,1080.24,Gadgets,SKU-0815,Black,64GB,9.36,SKU-0815-BLA-64GB,59,19
Tablet 816,High quality and durable product,1566.89,Accessories,SKU-0816,Gold,32GB,12.13,SKU-0816-GOL-32GB,92,15
Camera 817,High quality and durable product,247.33,Accessories,SKU-0817,Green,256GB,17.91,SKU-0817-GRE-256GB,39,5
Laptop 818,High quality and durable product,1847.66,Gadgets,SKU-0818,Red,128GB,130.23,SKU-0818-RED-128GB,91,17
Laptop 819,Latest model with advanced features,1348.73,Gadgets,SKU-0819,Red,512GB,66.51,SKU-0819-RED-512GB,79,14
Monitor 820,Compact and lightweight design,1652.1,Accessories,SKU-0820,Silver,128GB,3.1,SKU-0820-SIL-128GB,94,11
Smartphone 821,Enhanced performance and battery life,116.26,Electronics,SKU-0821,Green,128GB,144.72,SKU-0821-GRE-128GB,34,18
Smartphone 822,Compact and lightweight design,57.54,Gadgets,SKU-0822,Silver,16GB,15.07,SKU-0822-SIL-16GB,98,13
Smartphone 823,Latest model with advanced features,1103.48,Electronics,SKU-0823,Blue,64GB,90.82,SKU-0823-BLU-64GB,90,8
Tablet 824,Compact and lightweight design,1972.02,Accessories,SKU-0824,Black,512GB,102.75,SKU-0824-BLA-512GB,30,6
Smartphone 825,High quality and durable product,225.26,Gadgets,SKU-0825,Black,512GB,139.35,SKU-0825-BLA-512GB,50,8
Monitor 826,Compact and lightweight design,1317.75,Gadgets,SKU-0826,Black,128GB,77.95,SKU-0826-BLA-128GB,23,5
Laptop 827,Best value for money,749.21,Electronics,SKU-0827,White,128GB,99.3,SKU-0827-WHI-128GB,48,15
Laptop 828,High quality and durable product,1150.41,Accessories,SKU-0828,Blue,16GB,4.85,SKU-0828-BLU-16GB,35,15
Smartwatch 829,Latest model with advanced features,246.24,Electronics,SKU-0829,Black,128GB,75.85,SKU-0829-BLA-128GB,31,8
Smartwatch 830,Best value for money,452.79,Gadgets,SKU-0830,Green,128GB,189.8,SKU-0830-GRE-128GB,48,7
Monitor 831,Latest model with advanced features,631.12,Gadgets,SKU-0831,Red,16GB,168.9,SKU-0831-RED-16GB,19,8
Smartwatch 832,High quality and durable product,967.73,Electronics,SKU-0832,Red,16GB,105.43,SKU-0832-RED-16GB,84,17
Headphones 833,High quality and durable product,222.71,Accessories,SKU-0833,Silver,32GB,68.15,SKU-0833-SIL-32GB,47,10
Smartphone 834,Best value for money,115.69,Accessories,SKU-0834,Red,256GB,62.47,SKU-0834-RED-256GB,50,12
Headphones 835,High quality and durable product,1681.32,Gadgets,SKU-0835,Black,256GB,58.29,SKU-0835-BLA-256GB,86,12
Smartphone 836,High quality and durable product,1484.05,Electronics,SKU-0836,Gold,512GB,46.35,SKU-0836-GOL-512GB,56,6
Tablet 837,Best value for money,998.7,Accessories,SKU-0837,Silver,64GB,66.07,SKU-0837-SIL-64GB,9,20
Smartwatch 838,Enhanced performance and battery life,619.92,Electronics,SKU-0838,Gold,256GB,153.06,SKU-0838-GOL-256GB,53,8
Camera 839,Enhanced performance and battery life,1273.72,Gadgets,SKU-0839,Gold,128GB,163.94,SKU-0839-GOL-128GB,59,17
Camera 840,Latest model with advanced features,1067.12,Electronics,SKU-0840,Green,128GB,44.77,SKU-0840-GRE-128GB,88,5
Monitor 841,Best value for money,1809.08,Gadgets,SKU-0841,Black,16GB,19.46,SKU-0841-BLA-16GB,62,13
Tablet 842,Best value for money,1517.93,Gadgets,SKU-0842,Black,16GB,167.46,SKU-0842-BLA-16GB,49,19
Camera 843,Compact and lightweight design,944.86,Gadgets,SKU-0843,Green,128GB,129.18,SKU-0843-GRE-128GB,16,15
Smartwatch 844,Enhanced performance and battery life,369.2,Accessories,SKU-0844,Red,512GB,57.85,SKU-0844-RED-512GB,32,5
Monitor 845,Compact and lightweight design,1425.95,Accessories,SKU-0845,Black,16GB,57.05,SKU-0845-BLA-16GB,94,11
Speaker 846,Best value for money,100.35,Accessories,SKU-0846,White,32GB,45.46,SKU-0846-WHI-32GB,28,9
Camera 847,Latest model with advanced features,1887.86,Electronics,SKU-0847,Silver,512GB,85.86,SKU-0847-SIL-512GB,89,10
Tablet 848,Latest model with advanced features,1086.81,Accessories,SKU-0848,Blue,32GB,116.12,SKU-0848-BLU-32GB,49,8
Smartphone 849,High quality and durable product,1563.39,Electronics,SKU-0849,Silver,128GB,65.22,SKU-0849-SIL-128GB,61,16
Laptop 850,Compact and lightweight design,1965.96,Electronics,SKU-0850,Silver,16GB,192.91,SKU-0850-SIL-16GB,46,19
Tablet 851,Best value for money,1315.58,Electronics,SKU-0851,Blue,64GB,24.48,SKU-0851-BLU-64GB,73,11
Speaker 852,High quality and durable product,1444.15,Accessories,SKU-0852,Silver,32GB,64.1,SKU-0852-SIL-32GB,38,17
Smartwatch 853,Latest model with advanced features,1355.58,Accessories,SKU-0853,White,256GB,93.71,SKU-0853-WHI-256GB,61,19
Headphones 854,High quality and durable product,1829.97,Gadgets,SKU-0854,Gold,128GB,143.36,SKU-0854-GOL-128GB,19,20
Headphones 855,Best value for money,1913.85,Accessories,SKU-0855,White,64GB,16.94,SKU-0855-WHI-64GB,60,10
Smartphone 856,Enhanced performance and battery life,450.13,Accessories,SKU-0856,Blue,16GB,84.0,SKU-0856-BLU-16GB,6,17
Speaker 857,High quality and durable product,175.95,Electronics,SKU-0857,Red,512GB,134.46,SKU-0857-RED-512GB,72,13
Speaker 858,Best value for money,844.97,Accessories,SKU-0858,Green,16GB,104.83,SKU-0858-GRE-16GB,65,10
Monitor 859,High quality and durable product,397.89,Accessories,SKU-0859,Red,32GB,144.4,SKU-0859-RED-32GB,37,13
Laptop 860,Latest model with advanced features,1348.21,Electronics,SKU-0860,Gold,16GB,54.65,SKU-0860-GOL-16GB,13,13
Laptop 861,Latest model with advanced features,1006.92,Electronics,SKU-0861,Red,256GB,10.84,SKU-0861-RED-256GB,69,9
Speaker 862,Latest model with advanced features,106.02,Gadgets,SKU-0862,Silver,16GB,142.41,SKU-0862-SIL-16GB,5,16
Smartwatch 863,Compact and lightweight design,1080.89,Electronics,SKU-0863,Green,128GB,56.55,SKU-0863-GRE-128GB,5,11
Speaker 864,Enhanced performance and battery life,1728.15,Accessories,SKU-0864,Red,16GB,158.05,SKU-0864-RED-16GB,5,11
Monitor 865,Latest model with advanced features,1701.12,Gadgets,SKU-0865,Silver,512GB,162.08,SKU-0865-SIL-512GB,15,15
Tablet 866,Best value for money,449.34,Gadgets,SKU-0866,Black,32GB,157.06,SKU-0866-BLA-32GB,71,10
Laptop 867,Best value for money,1084.56,Electronics,SKU-0867,Gold,64GB,103.63,SKU-0867-GOL-64GB,62,7
Monitor 868,Latest model with advanced features,1550.14,Gadgets,SKU-0868,Silver,256GB,28.76,SKU-0868-SIL-256GB,35,13
Smartphone 869,Enhanced performance and battery life,1432.49,Electronics,SKU-0869,Silver,128GB,41.07,SKU-0869-SIL-128GB,81,18
Laptop 870,Best value for money,52.74,Accessories,SKU-0870,Green,512GB,10.13,SKU-0870-GRE-512GB,40,18
Speaker 871,Best value for money,1124.55,Accessories,SKU-0871,Blue,128GB,154.66,SKU-0871-BLU-128GB,51,18
Monitor 872,Latest model with advanced features,166.74,Gadgets,SKU-0872,Blue,512GB,164.64,SKU-0872-BLU-512GB,30,10
Headphones 873,Enhanced performance and battery life,506.56,Gadgets,SKU-0873,Blue,32GB,195.76,SKU-0873-BLU-32GB,37,14
Smartwatch 874,Compact and lightweight design,133.62,Accessories,SKU-0874,Gold,512GB,191.2,SKU-0874-GOL-512GB,30,10
Smartphone 875,Latest model with advanced features,734.48,Electronics,SKU-0875,Black,256GB,91.69,SKU-0875-BLA-256GB,84,11
Laptop 876,Latest model with advanced features,379.49,Gadgets,SKU-0876,Gold,32GB,134.52,SKU-0876-GOL-32GB,73,6
Smartwatch 877,High quality and durable product,1414.28,Accessories,SKU-0877,Blue,128GB,139.8,SKU-0877-BLU-128GB,65,7
